,title,price,link
184,"MSI Cyborg 15, Intel Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 6GB/Translucent Black/1.98Kg), A12UDX-1049IN  ","62,990",https://amazon.in//MSI-i5-12450H-Windows-Translucent-A12UDX-1049IN/dp/B0CXDH112Q/ref=sr_1_209?dib=eyJ2IjoiMSJ9.Ir-pshBN00wJuiVf_DECsJDBof0eLxDKJ1pOPf0EE2vv4rdkqM_eeTib0TLNgajq-lp8GQVQJbkb5-p852JNi4lAh2rVuFkSY1oNLgj0Oku0iX5uhEyNwnNJPGwXFGMEATnzahiuMpYF_T2DR5UTLpD1Ub3GdR9EtxfClJjg_I6xX3YDrtq_NUGnk4KsdjjyxuVf8DC7Jc43doRvEH0twqnERnGe52Ewp6_AZBKLkqg.E7g6NXNFwe2CvZ4rah2Lr7A4mZa4fmAwPy_KlLfDNX4&dib_tag=se&keywords=laptop&qid=1724844458&sr=8-209
185,"ASUS TUF Gaming F15 Gaming Laptop,Intel Core i7-12700H 12th Gen,4GB NVIDIA GeForce RTX 3050, 15.6-inch(39.62 cms) FHD 144Hz,(16GB RAM /1TB SSD/Windows 11/90WHrs Battery/Gray/2.20 Kg), FX577ZC-HN192W  ","80,990",https://amazon.in//ASUS-15-6-inch-i7-12700H-GeForce-FX577ZC-HN192W/dp/B0CCYDKS4P/ref=sr_1_210?dib=eyJ2IjoiMSJ9.Ir-pshBN00wJuiVf_DECsJDBof0eLxDKJ1pOPf0EE2vv4rdkqM_eeTib0TLNgajq-lp8GQVQJbkb5-p852JNi4lAh2rVuFkSY1oNLgj0Oku0iX5uhEyNwnNJPGwXFGMEATnzahiuMpYF_T2DR5UTLpD1Ub3GdR9EtxfClJjg_I6xX3YDrtq_NUGnk4KsdjjyxuVf8DC7Jc43doRvEH0twqnERnGe52Ewp6_AZBKLkqg.E7g6NXNFwe2CvZ4rah2Lr7A4mZa4fmAwPy_KlLfDNX4&dib_tag=se&keywords=laptop&qid=1724844458&sr=8-210
186,"(Refurbished) Fujitsu Laptop H770 Intel QuadCore i7-7th Gen Xeon E3-1505M V6 @ 3.0 Ghz Processor4GB Nvidia Quadro M2200 Graphic (64GB RAM/128GB SSD/15.6"" FHD (1080p)/Win 10/BT/ Numeric Keypad/ Silver)  ","34,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNjU0NzE2ODY5MDI3Mzc4OjE3MjQ4NDQ0NjY6c3BfYXRmX25leHQ6MzAwMjg2MzcwMTc2MDMyOjowOjo&url=%2FRefurbished-Fujitsu-QuadCore-E3-1505M-Processor4GB%2Fdp%2FB0DC46YJTF%2Fref%3Dsr_1_209_sspa%3Fdib%3DeyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724844466%26sr%3D8-209-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
187,"(Refurbished) Dell Precision 7510 Intel Core i7 - 6920HQ Quad Core Processor, 16GB Ram & 256GBSSD, 15.6 Inches (Numeric Keypad) FHD Screen with Dual Intel & Nvidia Quadro M2000M (4GB Graphic ) Laptop  ","41,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNjU0NzE2ODY5MDI3Mzc4OjE3MjQ4NDQ0NjY6c3BfYXRmX25leHQ6MzAwMTUzOTI5NzI1MDMyOjowOjo&url=%2FRefurbished-Dell-Precision-7510-Intel%2Fdp%2FB0CZDCHRPV%2Fref%3Dsr_1_210_sspa%3Fdib%3DeyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724844466%26sr%3D8-210-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
188,"Lenovo IdeaPad Slim 1 AMD Ryzen 3 7320U 15.6"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/MS Office 2021/Cloud Grey/1.58Kg), 82VG00JJIN  ","31,990",https://amazon.in//Lenovo-IdeaPad-Laptop-Windows-82VG00JJIN/dp/B0CRB5FRMQ/ref=sr_1_211?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-211
189,"HP Pavilion Plus 14 AI-enhanced Laptop, Intel EVO Core Ultra 5 125H,14-inch (35.6 cm) 16GB, 512GB SSD, Intel Arc Graphics, WQXGA, 300 nits, 120Hz, 5MP IR Camera, (Win 11, MSO, Blue, 1.44 kg), ew1082TU  ","83,990",https://amazon.in//HP-Pavilion-AI-enhanced-Graphics-ew1082TU/dp/B0D4TXZW5R/ref=sr_1_212?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-212
190,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, Thin and Light Laptop, 15.6"" (39.62 cm) FHD, (8 GB RAM/512GB SSD/Windows11/Office 2021/Backlit/42WHr/Silver/1.70 kg), X1502ZA-EJ524WS  ","48,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Backlit-X1502ZA-EJ524WS/dp/B0CCP83BK2/ref=sr_1_22?dib=eyJ2IjoiMSJ9.e6xwt84NWxzPptdA45lprbgvpJA9LNJ3nAaGwPcGHpv8IA1UT-IFHXbemgUvvjDiUHWE9Obku4qbEQVNfvdB2f9ZrrcMLORtiAWADpDPijoILtf1oBZhvLWzGWcEOf8PR36Ao1gGtavSwyhT3v00Ur-ZG5RUiHAhNxJ4BU5pGZBXMYZWvakruj-X7kJJEQECXR6imjfnCwLM63cv4NAYyqACV3QZwC84V4yN7WqacaE.iIEeI7ruWFcK88aq9NFdQJwTb8kCj3gZ_pKdT0rtWuk&dib_tag=se&keywords=laptop&qid=1724844412&sr=8-22
191,"ASUS TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i7-12700H 12th Gen, 4GB NVIDIA RTX 3050, Gaming Laptop (16GB/1TB SSD/Win11/MSO/90WHrs Battery/Gray/2.20 Kg), FX577ZC-HN192WS  ","82,990",https://amazon.in//ASUS-15-6-inch-i7-12700H-Battery-FX577ZC-HN192WS/dp/B0CRR4RDP9/ref=sr_1_213?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-213
192,"Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop (15.6 Inch, Grey, 1.76 Kg)  ","24,990",https://amazon.in//Infinix-Plus-Intel-Celeron-Quad/dp/B0CBQVZLJ7/ref=sr_1_214?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-214
193,"Acer Aspire 5 Gaming Laptop 13th Gen Intel Core i5 (8GB RAM/512GB SSD/NVIDIA RTX 2050 4GB Graphics/144Hz/Win11Home)A515-58GM 15.6"" FHD Display, Steel Gray, Backlit Keyboard, Fingerprint Reader, 1.78KG  ","53,990",https://amazon.in//Acer-Graphics-Win11Home-A515-58GM-Fingerprint/dp/B0D1FVLVN6/ref=sr_1_215?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-215
194,"Dell 14 Thin & Light Laptop, AMD Ryzen R5-5500U/ 8GB DDR4 2400 MHz/ 512GB/ 14.0"" (35.56cm) FHD Display + Comfort View/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Carbon Black/ 1.48kg  ","38,079",https://amazon.in//Dell-R5-5500U-35-56cm-Spill-Resistant-Keyboard/dp/B0CLH81BGH/ref=sr_1_216?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-216
195,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU  ","27,490",https://amazon.in//HP-15s-Ryzen-15-6inch-Micro-Edge-15s-ey1508AU/dp/B0BJ2LZXD9/ref=sr_1_217?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-217
196,"ASUS Vivobook 16 (2023), Intel Core i5-13500H 13th Gen, 16"" (40.64 cm) FHD+, Thin & Light Laptop (8GB/512GB SSD/Intel Iris Xáµ‰/Win 11/Office 2021/Backlit KB/Fingerprint/Siver/1.88 kg), X1605VA-MB526WS  ","57,990",https://amazon.in//ASUS-Vivobook-i5-13500H-Fingerprint-X1605VA-MB526WS/dp/B0CQLN1B17/ref=sr_1_218?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-218
197,"MSI Modern 15, Intel 12th Gen. i3-1215U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel UHD Graphics/Classic Black/1.7Kg), B12M-612IN  ","35,490",https://amazon.in//MSI-i3-1215U-Windows-Graphics-B12M-612IN/dp/B0C9JFKHP2/ref=sr_1_219?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-219
198,"Dell Inspiron 3520 Laptop,12th Gen Intel Core i3-1215 Processor, 8GB, 512GB SSD, 15.6"" (39.62Cms FHD, Win 11 + MSO'21, Silver, 15 Month McAfee Antivirus, Thin & Light-1.65kg  ","36,290",https://amazon.in//Dell-Inspiron-i3-1215-39-62Cms-D560915WIN9S/dp/B0BH4T1D8X/ref=sr_1_220?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-220
199,"MSI GF63 Thin, Intel Core i5-11260H, 40CM FHD 60Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce GTX 1650 Max Q, GDDR6 4GB/Black/1.8Kg), 11SC-1493IN  ","50,350",https://amazon.in//MSI-Thin-i5-11260H-Windows-11SC-1493IN/dp/B0CW9KVNJW/ref=sr_1_221?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-221
200,"ASUS Vivobook S15 OLED 2022, 15.6"" 39.62 cm FHD OLED, Intel Core EVO i7-12700H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11/Office 2021/Grey/1.8 kg), S3502ZA-L701WS  ","78,990",https://amazon.in//ASUS-Vivobook-i7-12700H-Graphics-S3502ZA-L701WS/dp/B0BGQ5895B/ref=sr_1_222?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-222
201,"ASUS Vivobook Go 15, Intel Celeron N4500, 15.6""(39.62cm) FHD 16:9 60 Hz, Thin & Light Laptop (8GB RAM/512 SSD/Intel HD Graphics/Win 11/Office 2021/Fingerprint Sensor/Star Black/1.57 Kg),E510KA-EJ011WS  ","26,990",https://amazon.in//ASUS-Vivobook-Intel-Celeron-39-62cm/dp/B0D81DRTXQ/ref=sr_1_23?dib=eyJ2IjoiMSJ9.e6xwt84NWxzPptdA45lprbgvpJA9LNJ3nAaGwPcGHpv8IA1UT-IFHXbemgUvvjDiUHWE9Obku4qbEQVNfvdB2f9ZrrcMLORtiAWADpDPijoILtf1oBZhvLWzGWcEOf8PR36Ao1gGtavSwyhT3v00Ur-ZG5RUiHAhNxJ4BU5pGZBXMYZWvakruj-X7kJJEQECXR6imjfnCwLM63cv4NAYyqACV3QZwC84V4yN7WqacaE.iIEeI7ruWFcK88aq9NFdQJwTb8kCj3gZ_pKdT0rtWuk&dib_tag=se&keywords=laptop&qid=1724844412&sr=8-23
202,"HP Pavilion Plus 14 Laptop, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), WUXGA, 16GB LPDDR5x, 512GB SSD, Premium metal, TBT 4 and HDMI 2.1, 5MP camera (Win 11, MSO 2021, Silver, 1.44 kg), ew0116TU  ","68,990",https://amazon.in//HP-Pavilion-i5-1335U-14-inch-ew0116TU/dp/B0CWDBJ3Q8/ref=sr_1_223?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-223
203,"Lenovo S14 Intel Core I5 12th Gen 14"" (35.56 cm) FHD IPS (1920x1080) Antiglare 300Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Pro/Backlit/Cloud Grey/1.5 kg/3Y Premium Care), 82TW001DIH  ","48,490",https://amazon.in//Lenovo-1920x1080-Antiglare-300Nits-82TW001DIH/dp/B0CH8D6F4N/ref=sr_1_224?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-224
204,"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor/ 8GB/ 1TB HDD + 512GB SSD/ 15.6"" (39.62Cms) FHD 120Hz 250 nits/Win 11 + MSO'21/15 Months McAfee Antivirus/Platinum Silver/1.63kg  ","48,990",https://amazon.in//Dell-Inspiron-i5-1235U-39-62Cms-D560886WIN9S/dp/B0C1Z92VM5/ref=sr_1_225?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-225
205,"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, 4GB AMD Radeon RX 6500M Graphics, 15.6-inch (39.6 cm), FHD, IPS, 16GB DDR4, 512GB SSD, Backlit KB, B&O, Dual Speakers (Win 11 Pro, Blue, 2.48 kg), fb0150AX  ","53,999",https://amazon.in//HP-Graphics-15-6-inch-Speakers-fb0150AX/dp/B0CCY158HB/ref=sr_1_226?dib=eyJ2IjoiMSJ9.IKaGVjUtWLpyVjrDM4pRgNDDV8L28RTZVdf_VXB7jtCIv-I5Wvt_Po4raqXKeql4kPpqqAR5eMMK2Vr1bfl31V2aTa1HOHk7oSMVoBd60tu06nm1fPDXY3z9yypU-_he8TZOTRQc2y228WgPPRVt26mQK6U0sJrFsBzJzmoOGcUGwOBcxqUYDPN4AtljdSalTGWIGbBtcQRla01GoB041KiqK0k4fVVGBOBM5Rg7NA0.36ruVZbJStNPMSaV5CTXB_2UEcAMMXJolGLqjiDQJwU&dib_tag=se&keywords=laptop&qid=1724844466&sr=8-226
206,"(Refurbished) Fujitsu Laptop H770 Intel QuadCore i7-7th Gen Xeon E3-1505M V6 @ 3.0 Ghz Processor4GB Nvidia Quadro M2200 Graphic (64GB RAM/256GB SSD/15.6"" FHD (1080p)/Win 10/BT/ Numeric Keypad/ Silver)  ","35,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2OTg4NTk5NDEzNjgxMjgxOjE3MjQ4NDQ0NzA6c3BfYXRmX25leHQ6MzAwMjg2MzcwMTc1MDMyOjowOjo&url=%2FRefurbished-Fujitsu-QuadCore-E3-1505M-Processor4GB%2Fdp%2FB0DC44YW3Y%2Fref%3Dsr_1_225_sspa%3Fdib%3DeyJ2IjoiMSJ9.x2lHPJ7yfV3aipu0nAfhJA-eUCHK7VIkBJn9cbNd1HZ-aJLDpKjNJHJEuIa-MQrC0UN7wK-RqS5cxlQ-yZ_3xEtonAoqpiuLqz6E1RyLH10pJLAOwLOfiNrikMOHrc0CLPqRSk1un-D1JymvVbKGJcGlGUNqyJbOHJoY6TNvznA-fHwI7nrO2TWDGQTtcVYHTMHEwe7-4mZADZuY0_02yD7kziprzG15A7rGFjjciR0.ZoWwilFlX4b0oPXshYycXp6t1zD_70o5RWPsa1uww_0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724844470%26sr%3D8-225-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
207,"(Refurbished) Dell Precision 7520 Intel Core i7 - 7920HQ Quad Core Processor 7th Gen, 64 GB Ram & 128 GB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ","57,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2OTg4NTk5NDEzNjgxMjgxOjE3MjQ4NDQ0NzA6c3BfYXRmX25leHQ6MzAwMTQ4NTM0ODc1OTMyOjowOjo&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CXXN6LXB%2Fref%3Dsr_1_226_sspa%3Fdib%3DeyJ2IjoiMSJ9.x2lHPJ7yfV3aipu0nAfhJA-eUCHK7VIkBJn9cbNd1HZ-aJLDpKjNJHJEuIa-MQrC0UN7wK-RqS5cxlQ-yZ_3xEtonAoqpiuLqz6E1RyLH10pJLAOwLOfiNrikMOHrc0CLPqRSk1un-D1JymvVbKGJcGlGUNqyJbOHJoY6TNvznA-fHwI7nrO2TWDGQTtcVYHTMHEwe7-4mZADZuY0_02yD7kziprzG15A7rGFjjciR0.ZoWwilFlX4b0oPXshYycXp6t1zD_70o5RWPsa1uww_0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724844470%26sr%3D8-226-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
208,"HP Pavilion 15, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, AMD Radeon graphics, FPR, 720p HD camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eh1047AU  ","50,990",https://amazon.in//HP-Pavilion-15-6-inch-graphics-eh1047AU/dp/B0CRKNR9LS/ref=sr_1_227?dib=eyJ2IjoiMSJ9.x2lHPJ7yfV3aipu0nAfhJA-eUCHK7VIkBJn9cbNd1HZ-aJLDpKjNJHJEuIa-MQrC0UN7wK-RqS5cxlQ-yZ_3xEtonAoqpiuLqz6E1RyLH10pJLAOwLOfiNrikMOHrc0CLPqRSk1un-D1JymvVbKGJcGlGUNqyJbOHJoY6TNvznA-fHwI7nrO2TWDGQTtcVYHTMHEwe7-4mZADZuY0_02yD7kziprzG15A7rGFjjciR0.ZoWwilFlX4b0oPXshYycXp6t1zD_70o5RWPsa1uww_0&dib_tag=se&keywords=laptop&qid=1724844470&sr=8-227
